conversation_id,agent_name,agent_domain,department_industry,query_type,conversation_date,resolution_time_sec,resolution_status,escalated,customer_satisfaction,tokens_used,cost_per_conversation_usd,response_consistency_score,repetitive_response_flag
CONV002522,OmniAssist-2,Customer Support,E-commerce,Order Issue,2025-08-04 02:42:00,284.0,Resolved,No,3.8,459,0.0337,92.9,No
CONV007066,SalesAssist-Lite,Sales Assistance,Logistics,Product Recommendation,2025-08-04 02:55:00,79.8,Resolved,No,3.5,668,0.0435,87.5,No
CONV009587,SalesAssist-Lite,Sales Assistance,E-commerce,Product Recommendation,2025-08-04 02:57:00,54.6,Resolved,No,3.7,375,0.0274,84.7,Yes
CONV001954,KnowledgeFinder-Lite,Internal Knowledge Search,E-commerce,Policy Lookup,2025-08-04 05:10:00,152.1,Pending,No,3.4,110,0.0184,81.9,No
CONV004029,KnowledgeFinder-Lite,Internal Knowledge Search,EdTech,Policy Lookup,2025-08-04 05:16:00,193.5,Resolved,No,3.9,151,0.0263,87.1,No
CONV001631,SalesAssist-Lite,Sales Assistance,Retail,Lead Qualification,2025-08-04 06:14:00,136.3,Resolved,No,3.9,593,0.04,77.0,No
CONV003677,SalesAssist-Pro,Sales Assistance,Healthcare,Product Recommendation,2025-08-04 06:43:00,40.7,Pending,No,4.5,395,0.0368,78.2,No
CONV008435,HRQueryBot,HR Queries,Logistics,Leave Balance,2025-08-04 07:05:00,35.6,Resolved,No,5.0,383,0.0217,83.9,No
CONV001109,HRQueryBot,HR Queries,EdTech,Policy Clarification,2025-08-04 08:01:00,112.0,Resolved,No,3.8,154,0.0291,99.1,No
CONV005065,SupportBot-v3,Customer Support,E-commerce,Delivery Delay,2025-08-04 08:02:00,108.4,Pending,No,3.8,563,0.0485,79.4,No
CONV006664,KnowledgeFinder-Lite,Internal Knowledge Search,E-commerce,Document Search,2025-08-04 08:13:00,225.2,Resolved,No,3.6,257,0.0286,89.6,No
CONV006986,ITHelpDesk-AI,IT Helpdesk,Healthcare,Network Issue,2025-08-04 08:15:00,138.8,Pending,No,3.7,946,0.0628,82.6,Yes
CONV007481,IT-Legacy-Bot,IT Helpdesk,Logistics,Network Issue,2025-08-04 08:20:00,144.0,Escalated,Yes,1.5,1041,0.0591,92.8,No
CONV008788,KnowledgeFinder-Lite,Internal Knowledge Search,Telecom,Policy Lookup,2025-08-04 08:33:00,345.0,Resolved,No,4.2,250,0.0356,91.0,No
CONV003509,HRQueryBot,HR Queries,E-commerce,Leave Balance,2025-08-04 08:49:00,115.4,Resolved,No,4.5,572,0.0441,94.4,No
CONV000090,SchedulerBot,Appointment Scheduling,EdTech,Cancellation,2025-08-04 08:53:00,47.1,Resolved,No,4.4,226,0.0329,97.8,No
CONV007655,KnowledgeFinder-X,Internal Knowledge Search,EdTech,Policy Lookup,2025-08-04 10:00:00,52.0,Resolved,No,3.8,448,0.025,95.0,No
CONV007076,SalesAssist-Lite,Sales Assistance,Telecom,Product Recommendation,2025-08-04 10:03:00,41.9,Resolved,No,3.5,459,0.0292,88.3,No
CONV003138,SupportBot-v4,Customer Support,Logistics,Product Complaint,2025-08-04 11:15:00,171.3,Resolved,No,4.5,255,0.0179,100.0,No
CONV006112,HRQueryBot,HR Queries,EdTech,Policy Clarification,2025-08-04 13:35:00,148.0,Resolved,No,4.1,324,0.0348,87.4,No
CONV005702,KnowledgeFinder-X,Internal Knowledge Search,Telecom,Compliance Query,2025-08-04 14:00:00,56.3,Resolved,No,4.9,326,0.0242,91.2,No
CONV001033,SupportBot-v4,Customer Support,Healthcare,General Inquiry,2025-08-04 14:47:00,53.7,Resolved,No,5.0,187,0.017,79.5,No
CONV006210,HRQueryBot,HR Queries,E-commerce,Policy Clarification,2025-08-04 15:02:00,123.3,Escalated,Yes,3.2,577,0.0284,93.0,No
CONV003861,SupportBot-v3,Customer Support,E-commerce,Delivery Delay,2025-08-04 15:18:00,57.8,Resolved,No,4.0,719,0.0362,86.8,Yes
CONV009153,SalesAssist-Pro,Sales Assistance,Telecom,Product Recommendation,2025-08-04 15:27:00,54.7,Resolved,No,4.6,159,0.0194,94.2,No
CONV006964,SupportBot-v3,Customer Support,Healthcare,General Inquiry,2025-08-04 15:39:00,167.3,Resolved,No,3.5,278,0.0209,79.2,Yes
CONV001292,HR-FAQ-Agent,HR Queries,Retail,Payroll Question,2025-08-04 17:28:00,75.2,Resolved,No,4.1,556,0.0279,86.6,No
CONV005208,HR-FAQ-Agent,HR Queries,Banking,Benefits Query,2025-08-04 18:42:00,89.9,Resolved,No,4.0,492,0.043,73.6,No
CONV004595,SchedulerBot,Appointment Scheduling,Manufacturing,Reschedule,2025-08-04 20:30:00,36.0,Resolved,No,4.2,392,0.0366,100.0,No
CONV009259,SalesAssist-Lite,Sales Assistance,Logistics,Lead Qualification,2025-08-04 20:30:00,245.0,Resolved,No,3.4,613,0.0423,69.2,No
CONV007109,SalesAssist-Pro,Sales Assistance,Manufacturing,Pricing Question,2025-08-04 22:16:00,41.9,Resolved,No,4.4,342,0.0334,85.8,No
CONV004088,SupportBot-v4,Customer Support,Logistics,General Inquiry,2025-08-04 22:27:00,44.3,Resolved,No,4.2,332,0.0247,100.0,No
CONV006645,OmniAssist-2,Customer Support,EdTech,Order Issue,2025-08-05 00:10:00,78.0,Resolved,No,3.8,381,0.0305,100.0,No
CONV000640,SalesAssist-Lite,Sales Assistance,E-commerce,Lead Qualification,2025-08-05 00:33:00,338.5,Resolved,No,2.4,395,0.0326,83.7,No
CONV009841,KnowledgeFinder-X,Internal Knowledge Search,Manufacturing,Compliance Query,2025-08-05 02:55:00,26.2,Resolved,No,4.9,534,0.0402,88.4,No
CONV009370,HRQueryBot,HR Queries,Banking,Payroll Question,2025-08-05 02:56:00,81.8,Resolved,No,4.7,130,0.0167,96.8,No
CONV002803,SalesAssist-Pro,Sales Assistance,Logistics,Pricing Question,2025-08-05 03:23:00,103.2,Pending,No,5.0,821,0.0373,90.8,No
CONV001582,SchedulerBot,Appointment Scheduling,E-commerce,Cancellation,2025-08-05 05:17:00,87.7,Resolved,No,4.7,301,0.0301,94.1,No
CONV004440,KnowledgeFinder-X,Internal Knowledge Search,Telecom,Compliance Query,2025-08-05 05:58:00,77.0,Resolved,No,4.6,678,0.0365,88.9,No
CONV001694,HRQueryBot,HR Queries,EdTech,Leave Balance,2025-08-05 06:18:00,17.0,Resolved,No,4.4,918,0.0528,98.2,No
CONV006661,SchedulerBot,Appointment Scheduling,Manufacturing,Availability Check,2025-08-05 08:00:00,207.8,Pending,No,4.7,265,0.0288,100.0,No
CONV009082,SchedulerBot,Appointment Scheduling,EdTech,Reschedule,2025-08-05 09:35:00,53.5,Resolved,No,4.2,295,0.0359,100.0,No
CONV004994,SalesAssist-Lite,Sales Assistance,Telecom,Discount Inquiry,2025-08-05 10:38:00,28.2,Resolved,No,3.1,310,0.021,77.1,No
CONV009260,HR-FAQ-Agent,HR Queries,Healthcare,Onboarding Help,2025-08-05 10:40:00,203.9,Resolved,No,3.7,358,0.0224,91.0,No
CONV001443,HRQueryBot,HR Queries,Telecom,Onboarding Help,2025-08-05 10:49:00,89.9,Resolved,No,4.5,624,0.0298,94.9,No
CONV008930,KnowledgeFinder-X,Internal Knowledge Search,Retail,Compliance Query,2025-08-05 11:12:00,65.4,Resolved,No,5.0,386,0.0315,83.6,No
CONV004426,HRQueryBot,HR Queries,Manufacturing,Onboarding Help,2025-08-05 11:15:00,179.3,Resolved,No,4.0,503,0.0238,89.0,Yes
CONV004999,OmniAssist-2,Customer Support,Telecom,Delivery Delay,2025-08-05 12:47:00,142.2,Resolved,No,5.0,562,0.0451,99.5,No
CONV000031,SupportBot-v4,Customer Support,Manufacturing,General Inquiry,2025-08-05 13:29:00,62.6,Escalated,Yes,4.1,373,0.0321,100.0,No
CONV004881,SupportBot-v3,Customer Support,EdTech,General Inquiry,2025-08-05 13:39:00,250.1,Resolved,No,3.5,281,0.0394,77.7,Yes
CONV006596,SupportBot-v4,Customer Support,Telecom,Product Complaint,2025-08-05 14:41:00,64.9,Resolved,No,5.0,263,0.0359,85.6,No
CONV000742,KnowledgeFinder-X,Internal Knowledge Search,Retail,Document Search,2025-08-05 15:34:00,28.0,Resolved,No,4.6,242,0.0329,95.7,No
CONV004841,KnowledgeFinder-X,Internal Knowledge Search,EdTech,Policy Lookup,2025-08-05 16:12:00,37.9,Resolved,No,3.8,218,0.0309,84.3,No
CONV000232,HRQueryBot,HR Queries,Banking,Payroll Question,2025-08-05 16:23:00,226.0,Resolved,No,4.5,159,0.0179,97.9,No
CONV004371,HRQueryBot,HR Queries,EdTech,Policy Clarification,2025-08-05 19:11:00,40.2,Resolved,No,4.2,711,0.0299,90.4,No
CONV001660,HR-FAQ-Agent,HR Queries,EdTech,Policy Clarification,2025-08-05 19:47:00,63.0,Resolved,No,4.4,959,0.0507,76.1,No
CONV006402,ITHelpDesk-AI,IT Helpdesk,Retail,Hardware Request,2025-08-05 20:31:00,198.0,Resolved,No,3.7,457,0.0286,80.3,No
CONV008380,HR-FAQ-Agent,HR Queries,Telecom,Benefits Query,2025-08-05 21:23:00,355.4,Pending,No,3.4,826,0.0536,97.8,No
CONV001581,SupportBot-v3,Customer Support,Healthcare,Refund Request,2025-08-05 21:56:00,185.6,Resolved,No,4.0,683,0.0434,84.8,No
CONV000455,SchedulerBot,Appointment Scheduling,Manufacturing,Book Appointment,2025-08-05 22:08:00,152.3,Resolved,No,5.0,274,0.0174,90.0,No
CONV006947,SalesAssist-Lite,Sales Assistance,Retail,Lead Qualification,2025-08-05 23:46:00,166.3,Resolved,No,3.0,1107,0.0584,75.9,Yes
CONV004977,SalesAssist-Pro,Sales Assistance,Banking,Upsell Opportunity,2025-08-06 01:21:00,41.5,Resolved,No,4.5,80,0.0271,86.4,No
CONV006571,SupportBot-v4,Customer Support,Logistics,Product Complaint,2025-08-06 01:57:00,48.7,Resolved,No,4.7,445,0.0276,93.7,No
CONV005365,SchedulerBot,Appointment Scheduling,Manufacturing,Reschedule,2025-08-06 02:13:00,114.7,Resolved,No,4.9,710,0.0365,94.4,No
CONV004433,ITHelpDesk-AI,IT Helpdesk,E-commerce,Software Bug,2025-08-06 02:32:00,15.9,Resolved,No,3.5,487,0.0305,76.0,No
CONV000661,SalesAssist-Lite,Sales Assistance,Telecom,Pricing Question,2025-08-06 03:13:00,285.8,Resolved,No,3.6,486,0.0294,91.5,No
CONV009213,SalesAssist-Pro,Sales Assistance,Healthcare,Discount Inquiry,2025-08-06 03:16:00,34.6,Resolved,No,4.1,365,0.024,81.4,No
CONV005051,HRQueryBot,HR Queries,Logistics,Benefits Query,2025-08-06 05:12:00,77.3,Resolved,No,4.9,457,0.0413,83.7,No
CONV008443,SupportBot-v4,Customer Support,Logistics,Refund Request,2025-08-06 05:47:00,75.5,Resolved,No,4.5,293,0.0268,93.1,No
CONV006515,IT-Legacy-Bot,IT Helpdesk,Telecom,Hardware Request,2025-08-06 07:03:00,194.9,Resolved,No,3.4,563,0.0339,90.5,No
CONV007864,HRQueryBot,HR Queries,Manufacturing,Benefits Query,2025-08-06 08:15:00,168.7,Resolved,No,4.4,495,0.0261,77.5,No
CONV002514,SupportBot-v4,Customer Support,Telecom,Product Complaint,2025-08-06 09:02:00,52.3,Resolved,No,5.0,220,0.0214,100.0,No
CONV008438,SchedulerBot,Appointment Scheduling,Manufacturing,Cancellation,2025-08-06 10:59:00,100.3,Resolved,No,4.0,285,0.03,92.0,No
CONV008457,KnowledgeFinder-X,Internal Knowledge Search,Healthcare,Process Question,2025-08-06 13:11:00,90.3,Resolved,No,4.1,1022,0.0504,81.5,No
CONV009820,SupportBot-v4,Customer Support,EdTech,Refund Request,2025-08-06 13:29:00,57.4,Resolved,No,4.5,329,0.0376,98.8,No
CONV002245,IT-Legacy-Bot,IT Helpdesk,Manufacturing,Software Bug,2025-08-06 13:45:00,124.1,Resolved,No,2.5,336,0.0324,78.3,No
CONV005638,OmniAssist-2,Customer Support,Healthcare,Product Complaint,2025-08-06 14:51:00,18.0,Resolved,No,3.3,192,0.0173,95.0,No
CONV000205,SalesAssist-Lite,Sales Assistance,E-commerce,Product Recommendation,2025-08-06 15:38:00,17.7,Resolved,No,2.6,668,0.0444,83.8,No
CONV009520,ITHelpDesk-AI,IT Helpdesk,Healthcare,Password Reset,2025-08-06 15:43:00,68.2,Escalated,Yes,2.5,499,0.0353,78.7,No
CONV008420,KnowledgeFinder-X,Internal Knowledge Search,Telecom,Process Question,2025-08-06 17:28:00,120.3,Resolved,No,4.1,1005,0.0522,96.1,No
CONV004292,HRQueryBot,HR Queries,Healthcare,Leave Balance,2025-08-06 17:32:00,58.0,Resolved,No,4.2,315,0.0296,89.5,No
CONV001960,SupportBot-v3,Customer Support,Banking,Product Complaint,2025-08-06 17:48:00,98.9,Resolved,No,3.7,1353,0.0651,87.7,No
CONV007488,SupportBot-v4,Customer Support,Banking,Delivery Delay,2025-08-06 18:47:00,18.2,Resolved,No,5.0,617,0.0292,95.7,No
CONV007220,SupportBot-v4,Customer Support,Manufacturing,Product Complaint,2025-08-06 19:20:00,92.3,Resolved,No,4.8,112,0.0316,89.3,No
CONV005904,SalesAssist-Lite,Sales Assistance,Manufacturing,Pricing Question,2025-08-06 20:30:00,39.8,Resolved,No,3.9,1831,0.0809,75.5,No
CONV008381,SupportBot-v4,Customer Support,Healthcare,Delivery Delay,2025-08-06 20:49:00,61.2,Resolved,No,4.5,223,0.0215,100.0,No
CONV003612,SalesAssist-Pro,Sales Assistance,Banking,Upsell Opportunity,2025-08-06 21:09:00,21.0,Resolved,No,3.7,459,0.0391,100.0,No
CONV004375,KnowledgeFinder-X,Internal Knowledge Search,E-commerce,Document Search,2025-08-06 21:11:00,15.0,Resolved,No,4.7,80,0.0312,100.0,No
CONV001346,SalesAssist-Lite,Sales Assistance,Manufacturing,Discount Inquiry,2025-08-06 21:48:00,73.9,Resolved,No,3.4,475,0.044,86.7,No
CONV007470,KnowledgeFinder-Lite,Internal Knowledge Search,E-commerce,Document Search,2025-08-06 22:53:00,193.5,Resolved,No,3.2,720,0.0354,82.3,No
CONV003856,SupportBot-v3,Customer Support,E-commerce,Order Issue,2025-08-06 23:17:00,15.0,Resolved,No,4.0,546,0.0459,94.7,No
CONV001092,SupportBot-v3,Customer Support,Banking,General Inquiry,2025-08-06 23:31:00,77.6,Resolved,No,3.1,858,0.0517,79.5,No
CONV002974,KnowledgeFinder-Lite,Internal Knowledge Search,Banking,Policy Lookup,2025-08-07 02:47:00,114.9,Resolved,No,2.7,134,0.0342,75.0,Yes
CONV002662,SupportBot-v4,Customer Support,Retail,Refund Request,2025-08-07 03:43:00,217.6,Resolved,No,4.4,121,0.0167,98.4,No
CONV002065,KnowledgeFinder-Lite,Internal Knowledge Search,Retail,Policy Lookup,2025-08-07 04:16:00,114.5,Resolved,No,3.7,384,0.0232,83.3,No
CONV008914,IT-Legacy-Bot,IT Helpdesk,Logistics,Network Issue,2025-08-07 05:41:00,82.7,Escalated,Yes,2.5,252,0.0241,82.0,No
CONV008379,KnowledgeFinder-X,Internal Knowledge Search,Logistics,Document Search,2025-08-07 05:50:00,37.8,Resolved,No,4.4,530,0.0334,96.4,No
CONV009021,HR-FAQ-Agent,HR Queries,Retail,Payroll Question,2025-08-07 05:55:00,147.1,Resolved,No,3.9,183,0.0349,95.1,No
CONV002499,KnowledgeFinder-X,Internal Knowledge Search,EdTech,Process Question,2025-08-07 06:46:00,122.3,Resolved,No,4.5,652,0.0453,91.7,No
CONV005981,HR-FAQ-Agent,HR Queries,Telecom,Leave Balance,2025-08-07 06:54:00,98.4,Resolved,No,4.2,575,0.0404,81.4,No
CONV008225,SalesAssist-Pro,Sales Assistance,Retail,Pricing Question,2025-08-07 08:09:00,68.2,Resolved,No,4.1,402,0.0284,87.6,No
CONV003153,SchedulerBot,Appointment Scheduling,EdTech,Availability Check,2025-08-07 09:15:00,192.1,Resolved,No,4.4,451,0.0227,91.0,No
CONV008291,OmniAssist-2,Customer Support,Logistics,Refund Request,2025-08-07 10:16:00,189.0,Resolved,No,4.7,558,0.0312,91.9,No
CONV007725,SupportBot-v4,Customer Support,EdTech,Order Issue,2025-08-07 10:32:00,94.5,Pending,No,4.7,288,0.0324,89.8,No
CONV000989,SchedulerBot,Appointment Scheduling,Banking,Reschedule,2025-08-07 10:51:00,53.4,Resolved,No,4.1,812,0.0381,96.9,No
CONV001050,SchedulerBot,Appointment Scheduling,Manufacturing,Book Appointment,2025-08-07 11:24:00,96.8,Resolved,No,5.0,228,0.0304,97.3,No
CONV006919,KnowledgeFinder-Lite,Internal Knowledge Search,E-commerce,Compliance Query,2025-08-07 11:43:00,110.8,Resolved,No,3.4,398,0.0277,75.8,No
CONV000911,SupportBot-v4,Customer Support,Banking,Order Issue,2025-08-07 12:11:00,16.1,Escalated,Yes,3.8,180,0.0249,82.3,No
CONV007526,KnowledgeFinder-Lite,Internal Knowledge Search,Retail,Process Question,2025-08-07 12:17:00,224.9,Resolved,No,4.0,304,0.0229,80.2,No
CONV009194,OmniAssist-2,Customer Support,Banking,Product Complaint,2025-08-07 13:58:00,18.0,Resolved,No,3.6,457,0.0408,86.6,No
CONV008015,SalesAssist-Lite,Sales Assistance,Healthcare,Upsell Opportunity,2025-08-07 14:09:00,51.6,Pending,No,3.5,191,0.0224,81.7,Yes
CONV008869,KnowledgeFinder-X,Internal Knowledge Search,E-commerce,Compliance Query,2025-08-07 14:16:00,54.2,Resolved,No,5.0,207,0.0304,89.8,No
CONV004336,SupportBot-v4,Customer Support,Retail,Refund Request,2025-08-07 15:22:00,190.6,Resolved,No,4.9,633,0.034,93.9,No
CONV008027,SupportBot-v4,Customer Support,Healthcare,Refund Request,2025-08-07 15:32:00,213.7,Resolved,No,5.0,534,0.0239,100.0,No
CONV006681,KnowledgeFinder-X,Internal Knowledge Search,Retail,Compliance Query,2025-08-07 16:49:00,79.8,Resolved,No,4.6,400,0.0343,100.0,No
CONV001778,SupportBot-v4,Customer Support,Healthcare,General Inquiry,2025-08-07 17:08:00,83.2,Resolved,No,4.8,778,0.0395,100.0,No
CONV005094,IT-Legacy-Bot,IT Helpdesk,Healthcare,Hardware Request,2025-08-07 17:26:00,98.0,Resolved,No,2.8,969,0.0605,81.4,No
CONV002119,OmniAssist-2,Customer Support,Logistics,Order Issue,2025-08-07 18:10:00,134.0,Escalated,Yes,2.8,312,0.0332,92.3,No
CONV001521,KnowledgeFinder-X,Internal Knowledge Search,Logistics,Compliance Query,2025-08-07 20:03:00,25.6,Resolved,No,4.8,632,0.0294,92.1,No
CONV006689,OmniAssist-2,Customer Support,Healthcare,Delivery Delay,2025-08-07 20:06:00,26.9,Resolved,No,4.5,223,0.0347,91.3,No
CONV002392,KnowledgeFinder-X,Internal Knowledge Search,Telecom,Compliance Query,2025-08-07 20:31:00,73.5,Resolved,No,4.8,467,0.0398,79.0,No
CONV007789,KnowledgeFinder-Lite,Internal Knowledge Search,Logistics,Compliance Query,2025-08-07 21:38:00,92.7,Resolved,No,4.1,298,0.0377,82.2,No
CONV001457,HR-FAQ-Agent,HR Queries,EdTech,Payroll Question,2025-08-07 21:53:00,92.8,Pending,No,3.4,451,0.0343,94.1,No
CONV005640,OmniAssist-2,Customer Support,Logistics,Refund Request,2025-08-07 22:25:00,37.0,Resolved,No,4.3,478,0.0362,81.5,No
CONV002822,KnowledgeFinder-Lite,Internal Knowledge Search,Logistics,Process Question,2025-08-07 22:27:00,97.3,Escalated,Yes,2.4,414,0.0326,81.6,No
CONV007997,OmniAssist-2,Customer Support,Telecom,Order Issue,2025-08-07 23:12:00,15.9,Resolved,No,4.1,896,0.0533,100.0,No
CONV001396,KnowledgeFinder-Lite,Internal Knowledge Search,Telecom,Document Search,2025-08-07 23:29:00,132.6,Resolved,No,3.7,467,0.0261,74.3,No
CONV009720,ITHelpDesk-AI,IT Helpdesk,Telecom,Hardware Request,2025-08-07 23:47:00,110.2,Resolved,No,3.7,411,0.0424,81.2,No
CONV008903,SalesAssist-Lite,Sales Assistance,Manufacturing,Lead Qualification,2025-08-08 01:11:00,155.0,Resolved,No,3.5,1202,0.0571,79.2,No
CONV005522,SchedulerBot,Appointment Scheduling,Banking,Cancellation,2025-08-08 02:00:00,15.0,Resolved,No,4.5,423,0.0247,92.2,No
CONV002497,HRQueryBot,HR Queries,Telecom,Onboarding Help,2025-08-08 02:21:00,27.3,Resolved,No,4.1,183,0.0212,84.8,No
CONV007113,SalesAssist-Pro,Sales Assistance,Logistics,Pricing Question,2025-08-08 05:40:00,71.3,Resolved,No,3.9,373,0.0293,91.9,No
CONV004414,KnowledgeFinder-X,Internal Knowledge Search,Logistics,Process Question,2025-08-08 05:43:00,68.5,Resolved,No,5.0,316,0.0295,100.0,No
CONV000447,SupportBot-v4,Customer Support,EdTech,Delivery Delay,2025-08-08 06:31:00,79.4,Resolved,No,5.0,276,0.0269,91.6,No
CONV001661,KnowledgeFinder-X,Internal Knowledge Search,Banking,Process Question,2025-08-08 06:36:00,147.1,Resolved,No,4.5,383,0.0307,100.0,No
CONV000450,SalesAssist-Pro,Sales Assistance,Logistics,Pricing Question,2025-08-08 06:44:00,154.4,Resolved,No,4.3,377,0.0235,88.3,No
CONV008884,SalesAssist-Pro,Sales Assistance,Manufacturing,Discount Inquiry,2025-08-08 07:36:00,120.0,Resolved,No,4.0,95,0.0253,99.6,No
CONV001387,SupportBot-v4,Customer Support,E-commerce,Order Issue,2025-08-08 07:39:00,83.3,Resolved,No,5.0,80,0.0296,90.7,Yes
CONV000709,SchedulerBot,Appointment Scheduling,Retail,Cancellation,2025-08-08 07:51:00,58.1,Resolved,No,4.8,194,0.0225,90.2,No
CONV003523,SchedulerBot,Appointment Scheduling,Retail,Cancellation,2025-08-08 08:08:00,215.7,Resolved,No,4.1,386,0.0205,86.9,No
CONV002909,HR-FAQ-Agent,HR Queries,Retail,Benefits Query,2025-08-08 08:19:00,45.6,Resolved,No,4.0,859,0.0529,92.1,No
CONV009014,SupportBot-v4,Customer Support,Banking,Delivery Delay,2025-08-08 08:48:00,28.5,Resolved,No,4.3,528,0.0278,82.8,No
CONV005807,SalesAssist-Lite,Sales Assistance,Logistics,Upsell Opportunity,2025-08-08 09:05:00,174.0,Resolved,No,3.8,298,0.0207,93.5,No
CONV005917,ITHelpDesk-AI,IT Helpdesk,Banking,Software Bug,2025-08-08 09:13:00,55.4,Resolved,No,3.3,694,0.0472,87.2,No
CONV003869,SalesAssist-Lite,Sales Assistance,Retail,Lead Qualification,2025-08-08 10:52:00,23.2,Resolved,No,4.0,229,0.0277,84.7,No
CONV006060,HR-FAQ-Agent,HR Queries,E-commerce,Payroll Question,2025-08-08 10:56:00,100.6,Resolved,No,3.9,791,0.0362,94.4,No
CONV001106,HR-FAQ-Agent,HR Queries,Manufacturing,Leave Balance,2025-08-08 11:22:00,118.3,Resolved,No,3.3,588,0.0335,79.6,No
CONV004104,KnowledgeFinder-Lite,Internal Knowledge Search,Manufacturing,Compliance Query,2025-08-08 12:18:00,32.5,Resolved,No,4.3,733,0.0441,93.3,No
CONV001223,HR-FAQ-Agent,HR Queries,Telecom,Policy Clarification,2025-08-08 13:58:00,124.2,Resolved,No,3.9,156,0.0201,86.4,No
CONV004354,SalesAssist-Pro,Sales Assistance,Logistics,Lead Qualification,2025-08-08 14:01:00,150.3,Resolved,No,4.0,238,0.0226,96.8,Yes
CONV006590,KnowledgeFinder-Lite,Internal Knowledge Search,Logistics,Document Search,2025-08-08 14:18:00,289.4,Resolved,No,4.4,597,0.0391,87.8,No
CONV004599,KnowledgeFinder-Lite,Internal Knowledge Search,EdTech,Process Question,2025-08-08 14:19:00,107.4,Resolved,No,3.7,971,0.0475,91.9,No
CONV009302,SupportBot-v4,Customer Support,Retail,Refund Request,2025-08-08 14:35:00,127.4,Resolved,No,4.6,627,0.0253,97.9,No
CONV000587,ITHelpDesk-AI,IT Helpdesk,EdTech,Hardware Request,2025-08-08 15:24:00,49.4,Escalated,Yes,3.0,176,0.0234,81.7,No
CONV009356,SchedulerBot,Appointment Scheduling,Healthcare,Cancellation,2025-08-08 15:28:00,52.7,Resolved,No,5.0,441,0.026,91.5,No
CONV004588,SupportBot-v3,Customer Support,Telecom,Delivery Delay,2025-08-08 16:19:00,186.6,Resolved,No,4.1,252,0.0195,93.4,No
CONV009030,SchedulerBot,Appointment Scheduling,Banking,Availability Check,2025-08-08 17:10:00,15.0,Escalated,Yes,3.5,997,0.0409,99.4,No
CONV004234,KnowledgeFinder-X,Internal Knowledge Search,E-commerce,Policy Lookup,2025-08-08 17:34:00,72.1,Resolved,No,3.7,177,0.0189,98.6,No
CONV008547,KnowledgeFinder-Lite,Internal Knowledge Search,EdTech,Compliance Query,2025-08-08 17:35:00,207.4,Escalated,Yes,2.8,262,0.0186,88.1,No
CONV000015,KnowledgeFinder-X,Internal Knowledge Search,E-commerce,Document Search,2025-08-08 18:25:00,61.8,Resolved,No,5.0,583,0.0397,99.2,No
CONV003948,SupportBot-v4,Customer Support,Retail,Delivery Delay,2025-08-08 18:42:00,33.5,Resolved,No,4.8,755,0.0323,96.6,No
CONV005020,OmniAssist-2,Customer Support,Logistics,General Inquiry,2025-08-08 19:58:00,52.4,Resolved,No,4.4,167,0.0267,85.3,No
CONV000097,KnowledgeFinder-X,Internal Knowledge Search,Retail,Policy Lookup,2025-08-08 21:23:00,106.8,Resolved,No,3.8,156,0.0285,85.8,No
CONV004350,ITHelpDesk-AI,IT Helpdesk,Retail,Software Bug,2025-08-08 22:42:00,38.4,Resolved,No,3.4,143,0.0275,90.0,No
CONV008868,SupportBot-v4,Customer Support,Telecom,Order Issue,2025-08-09 00:30:00,61.0,Resolved,No,4.0,178,0.0299,95.1,No
CONV006188,SchedulerBot,Appointment Scheduling,Logistics,Availability Check,2025-08-09 01:40:00,78.4,Resolved,No,4.2,540,0.0316,85.7,No
CONV003354,SalesAssist-Lite,Sales Assistance,Manufacturing,Lead Qualification,2025-08-09 02:23:00,135.4,Pending,No,3.4,349,0.0259,81.1,No
CONV008556,SalesAssist-Pro,Sales Assistance,Manufacturing,Pricing Question,2025-08-09 03:52:00,15.0,Escalated,Yes,2.7,80,0.0135,91.8,No
CONV000154,HRQueryBot,HR Queries,E-commerce,Leave Balance,2025-08-09 04:15:00,74.6,Resolved,No,4.3,579,0.0257,80.9,No
CONV009627,OmniAssist-2,Customer Support,Manufacturing,Refund Request,2025-08-09 04:38:00,58.3,Resolved,No,4.3,311,0.0345,92.0,No
CONV001416,SupportBot-v4,Customer Support,EdTech,General Inquiry,2025-08-09 05:11:00,256.7,Resolved,No,4.1,165,0.0258,87.5,No
CONV006245,SupportBot-v4,Customer Support,Telecom,General Inquiry,2025-08-09 05:48:00,17.1,Resolved,No,4.3,103,0.0142,87.9,No
CONV000772,IT-Legacy-Bot,IT Helpdesk,Logistics,Hardware Request,2025-08-09 09:38:00,83.6,Resolved,No,3.1,518,0.0372,74.7,No
CONV009743,SalesAssist-Pro,Sales Assistance,Telecom,Product Recommendation,2025-08-09 09:49:00,31.8,Resolved,No,4.2,334,0.0278,79.0,No
CONV006976,KnowledgeFinder-Lite,Internal Knowledge Search,Retail,Policy Lookup,2025-08-09 12:22:00,36.1,Resolved,No,4.0,340,0.0277,85.8,No
CONV002653,HR-FAQ-Agent,HR Queries,E-commerce,Payroll Question,2025-08-09 12:36:00,30.8,Resolved,No,4.2,698,0.0356,77.3,No
CONV001775,SupportBot-v4,Customer Support,Telecom,General Inquiry,2025-08-09 15:19:00,69.6,Resolved,No,4.6,539,0.0391,98.9,No
CONV005061,SupportBot-v4,Customer Support,E-commerce,Product Complaint,2025-08-09 15:47:00,102.2,Resolved,No,5.0,114,0.0132,98.6,No
